Autor;Ano;Emenda;UF;Município;Codigo_IBGE;Favorecido;Ação;Área;Objeto;Contato (Nome);Contato (Tel);Valor (R$)
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Jacyntho Fernandes Filho;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Jose Cesar Augusto de Queiroz;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Charles Andre Santiago Viana;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Kameylla Dhaynne Dos Santos Souza;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Emanuel Mecias Silva de Queiroz;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Antonia Camila Dias de Queiroz Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Luzia Ferreira Mendonca;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Wanderson Ramalho Dias;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Camila Cibelle Araujo de Medeiros;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Assú;2400208.0;Veranice Bezerra de Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Ayeda Jordana Paiva da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Roseane Luiz da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Jorge Lincoln de Sousa Galvao Nogueira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Jose Wexley da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Rayane Jorge de Souza;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Lucas Vinicius de Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Ana Karine de Queiroz Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Maria Mikaelly de Sales Benevides;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Felipe Carlos da Costa Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Antônio Martins;2400901.0;Lenildo Rodrigues de Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Francisco Williano Pereira da Costa;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Adriene Holanda Das Chagas Santos;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Leandro Fernandes de Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Wishington Taylon da Silva Lima;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Natal;2408102.0;Bruno Cunha de Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Gisley Carla Castro da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Vanessa Nunes da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Carlos Daniel da Silva Rodrigues;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Pau dos Ferros;2409407.0;Amanda Aquino de Franca;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Jose Artur Henriques de Lira Duarte;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Francisco de Paulo Ferreira Junior;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Maria Das Gracas da Silva Nunes Pereira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Maria Luciana de Araujo Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Lucas Mateus de Sousa Moura;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Itaú;2404903.0;Ronale Adriane Silva Sabino;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Caroline Forges Damasceno de Araujo;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Taboleiro Grande;2413805.0;Alex Eduardo Araujo;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Natalia Kamanda Lima de Arruda;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Apodi;2401008.0;Hiago Gama de Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Maria do Socorro Lopes da Costa;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Ana Jessica Medeiros de Paiva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Kaliana Martins de Oliveira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Silvanete Macedo da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Luciana Kelly Alves Xavier;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Joao Vitor Dos Santos Francelino;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Ana Paula Lopes;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Herllen Renata da Cruz Costa;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;São Rafael;2412807.0;Maria Eduarda Santos de Almeida;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Daniele Morais da Silva;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Airton Vinicio Maia de Souza;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Antonio Alves Vieira;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;RN;Mossoró;2408003.0;Manoel Estevam Neto;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860019-2021;;;;Codigo Inexistente No Siafi-;Assistência Ao Estudante de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 2.999,91
Jean Paul Prates;2021;38860020-2021;RN;Natal;2408102.0;Secretaria de Estado do Desenvolvimento Rural e da Agricultura;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de equipamentos para geração de energia fotovoltaica;Vazio;Vazio;R$ 265.687,32
Jean Paul Prates;2021;38860020-2021;RN;Natal;2408102.0;Instituto de Assistência Técnica e Extensão Rural do RN;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de equipamentos para geração de energia fotovoltaica;Vazio;Vazio;R$ 191.413,27
Jean Paul Prates;2021;38860020-2021;DF;Brasília;;Caixa Econômica Federal;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 25.096,50
Jean Paul Prates;2021;38860020-2021;;;;Imposto/Contribuição;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 1.903,50
